gene_id,chrom_pos_bp,k_on_rnap,k_off_rnap,Gamma_esc,gamma_deg
gene_81,371741.4022865982,0.1577508555524331,1.9858773159258325e-05,2.3860277172535977,0.3618104332079719
gene_82,373134.2290520602,0.17260866363896274,0.0005320110718845206,2.671391144851344,0.5500921764218666
gene_83,378423.51767417486,0.0711436191338963,0.0009296082290939865,0.24650545542398677,0.31176760894254246
gene_84,385173.8242930958,0.021758702967059045,2.556709896246312e-05,1.1367181980364838,0.363424302110742
gene_85,387169.1375454185,0.1718119658352635,0.0007461008968986407,0.44412707476850527,0.33805416870747235
gene_86,392823.22693468333,0.23872312981840796,0.000320122220198688,1.708064469614525,0.5807537862368538
gene_87,399326.8568097061,0.04299700319057357,0.00048490951819844433,1.313968476401861,0.24544915094476935
gene_88,401167.9731119022,0.21960569359975607,0.0004362228322386961,1.5967606671755776,0.37802585230282776
gene_89,406782.40033299604,0.06099908431337121,0.0006069010136690235,0.23943762190113022,0.7198919233377595
gene_90,411061.3437335382,0.012976808372178964,0.0009923887631356604,1.2484377149221813,0.1232497557010376
gene_91,417901.8149697387,0.06037246315418705,0.0006756193428878897,0.8835844363131667,0.17877076773879866
gene_92,421961.3858938234,0.07357790063116607,9.434902497816689e-05,1.1445745230344753,0.5450942348163511
gene_93,424312.25032359804,0.034930700042408905,0.0006356549721085979,0.36053647517943227,0.1932922123402599
gene_94,428906.24025072076,0.11798375332747434,6.909021073258215e-05,2.5352820092001522,0.1577986763285568
gene_95,434765.5346379001,0.1993184069888348,0.0005426298015540887,0.7781618209274047,0.37571585036460464
gene_96,439058.58422498626,0.07511696793525112,0.0005039852429121635,0.3875620270194037,0.36367970442241476
gene_97,444729.86828744697,0.20847172297478753,0.0003596735148257848,1.2312006422241675,0.36466936410193346
gene_98,449847.4292048669,0.0612438977335494,0.0009810202364628207,1.2541147013539347,0.33939805556204694
gene_99,454552.5719914919,0.19944250876317032,0.00039041402334281483,0.7049064486563912,0.47052545820083724
gene_100,458883.04192881216,0.1702726121110259,0.00021835559486831248,1.2758845615921388,0.21101315948566274
gene_101,461330.7762976834,0.145249571511255,0.0009503546630566793,0.6554238219179817,0.2823359886763017
gene_102,466339.1833653085,0.21249571085336275,0.00036855251919960997,2.7363799618219034,0.4020492175657358
gene_103,472830.61193032976,0.04516102001040655,0.0005898193600864983,0.10454199017375104,0.3893580131471561
gene_104,474636.9840258787,0.010261055360047152,0.0004326345607117319,0.35783950398299635,0.9907867867772246
gene_105,481656.6911390487,0.2218566753122937,0.00028553606420344836,2.5419355533580807,0.2951011947025334
gene_106,484265.53300173476,0.05062943665590458,0.00044486420647614825,1.2304718591800996,0.28619208385311756
gene_107,488860.3560485767,0.2582015714640536,0.0005132375550687044,2.9959648938247714,0.8374543821349301
gene_108,494410.5504390357,0.12340047782391199,0.00037175205481064847,1.668596001685387,0.5362076355476489
gene_109,500200.81934290164,0.027616562430706704,0.000367724622858563,0.21069012164214843,0.4075594026609428
gene_110,503465.33345566184,0.05982159124730745,0.0008495664980662655,0.3413670897627631,0.13709952033448952
gene_111,508784.8456640326,0.0675410635559078,0.00016221476369658762,1.1749811773560013,0.1952371930131609
gene_112,511956.89563756104,0.15779522105008864,0.0003620160579603561,2.2160311337732073,0.5543027718272088
gene_113,516149.0941184926,0.22065002877010112,0.0005439863429623551,1.992300870921337,0.11748364780326279
gene_114,521851.2285341348,0.04121339491362739,0.0009333577853920362,1.1086245759877384,0.11333494803780252
gene_115,526444.9604953735,0.2608615761810393,0.0009459871575106306,0.9985649682416488,0.25632294925409704
gene_116,530299.4291834105,0.020245312767122603,0.0008636017462548002,1.2994348924217243,0.19224469582907946
gene_117,535652.0616657842,0.2912064250039324,0.000993503904012744,0.43448889934433865,0.5072354983688222
gene_118,539819.8935611988,0.013142320539528267,3.5923654437162944e-05,1.3092450082238842,0.2855058578564785
gene_119,544488.1353779525,0.24768617111904473,0.0003185662914766022,1.2341540395290163,0.25332475421594475
gene_120,548954.8710732353,0.2742402893007497,7.501114630738016e-05,2.631472903340744,0.2495718070996366
gene_121,554155.8225417377,0.05982672298980316,0.0003907233758976288,1.1444475591565864,0.7274068494182532
gene_122,557347.3145649126,0.13705349639603837,0.0007056489373809989,2.5148493842758923,0.3338257212860395
gene_123,564607.3163092153,0.18909663119478043,0.00011057199333425483,0.507331528220157,0.22437263078236802
gene_124,568259.7382822721,0.05351693128988736,7.164854385164288e-05,1.1407116501751817,0.5070862572228123
gene_125,571382.0198047166,0.07393904445575969,0.00019361944137970312,1.4592754180503205,0.18747816145539467
gene_126,578078.8519667175,0.07483009781205373,0.0006649683870363727,0.11485708008149159,0.304796319391312
gene_127,583080.6342936666,0.2603089207943097,0.0006424195402459893,1.3227859448032953,0.6023587052291715
gene_128,586316.7950548462,0.07809826873578675,0.00015620072680258768,1.374214394682399,0.6069800687408796
gene_129,589800.474439722,0.07333426593061809,0.000892106866269302,0.0844314007847715,0.3565391537248231
gene_130,593895.7388166827,0.1773701956920258,0.0007913436883497563,2.6024302786993783,0.21896493291416297
gene_131,599591.8275354746,0.26072612664070133,0.0009595511044269076,1.4947894551501155,0.527702370426518
gene_132,604032.5377797652,0.03972594669685885,0.00021070556446684796,1.0927264798641212,0.27717821284447003
gene_133,610496.1200602577,0.11249915241311366,0.0006745707526164916,2.5448220254452476,0.2868029450799062
gene_134,615836.6057517708,0.05124216417715939,0.00047308890817905494,1.337598105868811,0.3175556647533775
gene_135,618710.1585863265,0.26777813583293475,5.3442736483329754e-05,2.276683494034857,0.8104667497319301
gene_136,625034.1414136674,0.12154101913666625,0.0002838023986323703,2.25837688748467,0.23519254834411246
gene_137,627315.6708922676,0.221174203597876,0.0008060002972277002,0.8021417504861212,0.350087364733751
gene_138,633221.4353990465,0.10110514630651915,0.0006550402554226946,1.6322433264965845,0.26113855437273614
gene_139,637932.8407895123,0.06293454883306197,0.0008850456138709182,1.386885355039845,0.23864984896678623
gene_140,641386.4897731822,0.10835832276066495,0.00028778228138605876,0.5028467171969357,0.5545330682658709
gene_141,646369.1071657691,0.2709359268627194,0.0007414695266286413,2.61371146305529,0.36221600504744184
gene_142,650423.8874784413,0.024038756723048713,0.0001509575400611467,0.9895424249878464,0.14931444627355103
gene_143,654637.2253245071,0.1876638552921563,1.5983247172232208e-05,0.33235583818894604,0.6359981855314182
gene_144,659160.5337141101,0.19423928328489132,0.00012538995648273655,2.1259986013090795,0.15642284655676905
gene_145,664107.2584384955,0.012723028246550016,0.0003060151354329368,1.1638779661153744,0.6239410978365348
gene_146,668343.2453114907,0.15993551332239836,0.000998879676887163,1.5118644081871848,0.2740680247193059
gene_147,674369.0192489361,0.048087451003454754,0.000595321747502258,1.004940801071033,0.4427755615917871
gene_148,677083.1888681224,0.26551146301909995,0.0008213015645453736,2.8154923426825396,0.709370582725193
gene_149,684795.1837568659,0.21197005389227422,0.0006416200925555191,2.1021754733002944,0.33872888954457747
gene_150,687035.5151001383,0.010768659570970203,0.00014817868771045174,0.9768245314955215,0.2995392223730018
gene_151,691312.4046153909,0.07888921786133991,0.00031617940805165977,0.8037891994211213,0.5056478417027715
gene_152,698453.050524158,0.03710242901850404,0.0002159834369804282,1.327386563548001,0.2590390132682271
gene_153,700889.0768790304,0.25729705689664284,0.0003247552471025198,0.35351483718530746,0.1950771286248745
gene_154,705091.3493933893,0.03586555746340103,0.00051182482978383,0.23870238634964688,0.1353610333707016
gene_155,710540.9662578683,0.07930830094694456,0.0005765793507415918,1.3338349013703223,0.8154359642533586
gene_156,717137.0534912647,0.05397002246190095,0.00030531219366045613,0.5549042619299714,0.49153362692089303
gene_157,721043.6318733143,0.19090241729104096,0.0008407760221468864,1.8828499783756665,0.26714739924156994
gene_158,723021.6812117837,0.17298783374499022,0.0006569395453324917,1.647267292704309,0.6506185044354337
gene_159,730111.5163675313,0.026681415715866352,0.0002896426787975476,0.9758372996239272,0.21850133523535015
gene_160,733800.098382342,0.06264372263963988,0.00031862412816540065,0.56956872294803,0.13366676408431902
gene_161,739247.5468262684,0.19564152661017115,0.00020807303868888806,2.778478709050193,0.4280985199557083
gene_162,741992.8052321099,0.20644923944382354,0.0009044301672206757,0.37086144616511435,0.22554669351718362
gene_163,747885.1808462086,0.22388464844345962,0.0009321430366726655,1.4433106699353706,0.8444930795621746
gene_164,750490.5845995953,0.16455885461376837,0.000302676282624697,1.8991969870719552,0.07335679800871689
gene_165,755787.8776973236,0.04309256095563567,0.00028667377665442717,0.8855876381197274,0.29350772538495556
gene_166,760797.0595205186,0.2874858435741748,0.0005654837920917276,0.25254536702085717,0.5156965827707783
gene_167,767245.6415396822,0.059334770556225276,0.000967883458447882,0.8405765516425568,0.22784120104360817
gene_168,770366.3240658536,0.24308022490072037,0.0002345053687759503,1.5747712636769273,0.2954000417479544
gene_169,775742.7569642205,0.02926120902826563,0.0004032255184610195,0.12638080133984078,0.27921379237831684
gene_170,780149.2901224329,0.011076902483610568,0.0009011587193387256,0.48892510540317263,0.27330165729976236
gene_171,785227.0988937485,0.16893492986902586,0.0008490636365580234,0.8802899850162753,0.09196623323012504
gene_172,790337.3648272735,0.14155694343091413,0.0003153846173974736,1.56606053656739,0.21289161567526235
gene_173,793438.9786622894,0.04916137255644153,0.0004601224335495554,0.5116339873394443,0.32806550634723525
gene_174,799876.4154597906,0.28322881448731607,0.0006560771856866561,1.1927894499052931,0.323495206419366
gene_175,802393.4428499049,0.2649138664407298,0.0009531227652913029,1.4639795630704462,0.524021010744315
gene_176,808511.0759569353,0.026650965341253035,0.0001834950095969402,1.0704581701006712,0.2938878134799666
gene_177,810791.3610176692,0.05268290020300596,0.0006538980773741612,0.42371337688907923,0.2667992059416644
gene_178,815101.3643644964,0.2115365358210543,0.00023176246053087214,1.386304731246095,0.4337927337184412
gene_179,820011.0840654784,0.23118582977932584,0.000798942229904156,0.31453548636328843,0.20320767866051279
gene_180,825631.9899055249,0.21093294222262818,0.0008849042337673497,2.2619425189512716,0.5211973787403853
gene_181,830987.3540892598,0.06224163389297695,0.0002292883141352593,1.4406687928360715,0.36656604961812006
gene_182,833905.7295880414,0.06251664507147843,0.00037355822339510826,0.2410612041299655,0.26202002291903287
gene_183,839028.1396316874,0.24219177572467016,0.0006843037903798886,2.9994152020886493,0.4603903395316608
gene_184,843094.5456345091,0.058728948868167735,0.00016249667415861891,1.247675970131677,0.16359996094458135
gene_185,849199.735129716,0.07478655212765285,0.0009562374211517235,1.22272665990251,0.24564702338075026
gene_186,853050.1938885496,0.02958140129116933,0.000904048678156823,1.4715578312191213,0.22008458926547755
gene_187,857170.1943782618,0.14004012869411991,0.00048514189513888085,0.9384249376875518,0.27239932882788487
gene_188,863913.9905716535,0.03938924859792699,0.00044135122642601957,1.2510192181324047,0.2984378434465858
gene_189,867690.3233332325,0.141872219249268,0.0006051509888335281,2.4193588369492276,0.39988063217032055
gene_190,871573.5460606548,0.06296729875789676,0.00015114610711820998,0.8927483416406397,0.22439773099438612
gene_191,876453.0124059567,0.20076671249541683,6.32897882252741e-05,2.819418812682658,0.45779324713949154
gene_192,879813.9110649606,0.17530516691493275,0.0005195104419443822,1.5550348827841873,0.4272182370969377
gene_193,886142.7787084966,0.05334616412069641,0.0003817122140834397,0.08032770767689902,0.48869968130176544
gene_194,891753.0415957641,0.020308037735788365,0.00044831430189919066,0.1460697544737186,0.14691113453966165
gene_195,895365.9574831662,0.012727793736086143,2.1454334921551022e-05,0.7933548222317391,0.4164691092050085
gene_196,899569.6119822628,0.0792506101624971,0.000897865788127695,0.533772608151247,0.3315888807345519
gene_197,903784.2414578121,0.07366861149168624,5.743491502267484e-05,0.9441754681999389,0.4443477882343492
gene_198,907372.8610865045,0.182145695076275,0.0006527664441151828,2.284205468649348,0.16646275152960652
gene_199,913220.8016146676,0.017216138398849144,0.00015009654329513588,1.2876179098973644,0.5198693174706546
gene_200,918096.4488746445,0.012589184246269152,0.00017929837332666655,1.1644478464799468,0.5183917654245094
gene_201,920767.3459800703,0.07607238841014057,0.000739568320401929,0.39295616105704156,0.6017982631531013
gene_202,926835.9830611211,0.019661609062481024,9.201162349282422e-05,1.400947579378268,0.1914737509252937
gene_203,932565.0847470959,0.16438137601815367,0.0006378190116729733,0.8382729184511287,0.36624363985444897
gene_204,934994.3647452412,0.2131774954789873,0.0009402172918894703,2.7203532051540646,0.14800404242462983
gene_205,942262.6702881736,0.04739812312065891,0.0005832895646919062,0.0793820470691267,0.16424841633436357
gene_206,946942.7890122994,0.25726122263241713,0.000682647856788838,1.718224902910367,0.24881443775011106
gene_207,950411.928034831,0.06978364392353106,0.0006668418155384968,0.1564469170275224,0.28646447531294245
gene_208,954568.1574669777,0.2732482993035776,2.8506414216959765e-05,1.1232670104076694,0.5036606403892377
gene_209,959177.7628430345,0.04428625821060941,0.0009263145604956078,1.0685348317998713,0.40826564171335467
gene_210,965053.3371815189,0.2113928724268508,8.799425840450004e-05,1.0773893700142119,0.1713397726480484
gene_211,969553.0336451993,0.18517309933771114,0.0008733791351470347,0.25519147812484827,0.2044570697483285
gene_212,972048.7749996003,0.1593017737574754,0.00014011153519153218,1.1452332264435523,0.3728004858078721
gene_213,977270.2924290716,0.1703865492620575,0.00046207877482465543,2.299400653746595,0.23439144159995132
gene_214,983134.3405988901,0.17057374013171492,0.00010181914389287461,1.1975295494299993,0.38399436614610066
gene_215,987617.3985912413,0.051687389821062676,0.0006829980203089694,1.49178314216063,0.3151964545300696
gene_216,991822.4375114528,0.2888276764203869,3.5751335891096584e-05,2.3073908894792177,0.5094726549489574
gene_217,995447.6340644617,0.0769048341369269,0.0004651733664606914,1.3439793113893086,0.317299890002458
gene_218,1000301.4500993439,0.1714421171665223,0.00010240712821765441,0.800869702343182,0.286604152596491
gene_219,1003512.465941322,0.07352027346507815,0.0006873883811420436,1.312032064877273,0.10151109611438786
gene_220,1010237.4800785456,0.03248763660510492,0.0004949761755722949,0.29949668211110975,0.20571252844413707
gene_221,1014282.8033789089,0.03351791843442491,0.0007378227930383215,0.05013925881199374,0.7035430025760576
gene_222,1017842.5870472513,0.2315343760485509,0.000389451515347593,0.8270401720297855,0.4036417262171271
gene_223,1023382.3036074351,0.2717315241937865,0.0008653587650911741,2.6491135174369767,0.24939863345970062
gene_224,1026981.7657229844,0.016373784371844145,0.00018557979048288288,0.15291473186600024,0.486310146163776
gene_225,1033204.0397964425,0.04635825244815861,0.0006586148779360064,0.28609138641770854,0.2812892286644958
gene_226,1038162.8637571284,0.1317625000988224,0.0001653106406351319,2.7370575505016483,0.42307986544954995
gene_227,1043472.3491793285,0.034233878275179805,0.0004693763724185115,0.22052659472987987,0.6938685358996413
gene_228,1045531.4834086688,0.17742606066601,0.00023629518316635556,0.8905165077426122,0.6222419337536725
gene_229,1051656.6224329048,0.02432727458497412,1.1416982486606608e-05,0.9181697063099632,0.3761388567210115
gene_230,1055981.7663029446,0.03826292975814002,0.0003711524930990903,0.7938890365788376,0.5112222865083732
gene_231,1059753.2595267626,0.03194478759860582,6.062654877327156e-05,0.1795841196162291,0.7672902239580343
gene_232,1064504.0736235424,0.048872234689956676,0.00045979588927496366,0.8685819650037792,1.0
gene_233,1067771.1459778943,0.042994180131755114,0.0002970111784747991,1.1218137252006757,0.21978021154247357
gene_234,1075329.395009337,0.29063209760740766,0.0004241983695702475,2.659423386045961,0.29995108123293995
gene_235,1078177.4088050376,0.12879610823958704,0.0009606447966726998,1.7369235462347006,0.1305888249284068
gene_236,1083843.5755763515,0.041530872410581586,0.0005993153176299014,0.5421544941779937,0.38817267530736393
gene_237,1089631.5715430563,0.28962045789472374,0.00020436046231027006,1.6008807654607855,0.12808150994455644
gene_238,1092328.4663360792,0.11441465624230546,0.0008643289560409935,2.04303420491031,0.29204151673134443
gene_239,1095799.3201440172,0.24633417664035975,7.227156302991456e-05,0.3619887465184219,0.1290259969089976
gene_240,1101735.1192557563,0.02547075459868025,0.0008021095935456756,0.739739604405956,0.27033029336643527
gene_241,1105344.2348575587,0.010852374375581196,0.000262182598526722,1.3547645173558747,0.32935035034796045
gene_242,1109183.6368229454,0.21944121997826152,0.0003320857338144194,1.220781644722826,0.2692193358749908
gene_243,1116898.2201329786,0.20479840740500266,9.970000366462284e-05,1.8583523589353728,0.43626118459232155
gene_244,1121328.7623716178,0.03836188227945389,0.0008236951744580298,0.5874526847230034,0.28522379490678784
gene_245,1123348.314980058,0.04620158352308229,0.0006466911011130169,1.4954144111507934,0.19185754213979073
gene_246,1128400.7330545858,0.06762216608047601,0.00019108099964792525,0.8593461118672205,0.46093783831192703
gene_247,1132440.9501753408,0.06491235982122343,0.000475406182769067,1.4487240737148301,0.25625300380858673
gene_248,1137563.5817766231,0.18930410863974068,0.0006770375078933076,2.0132993180109175,0.9837152549795569
gene_249,1144734.4719287534,0.07390380302752976,0.0009086267688539757,1.168175653267376,0.21843185491997963
gene_250,1146296.3043164972,0.04613609296025803,0.00087933478726849,0.9382551748847993,0.5090919743591888
gene_251,1153091.803128808,0.12136709268562958,3.039782642548827e-05,0.9153556095524588,0.19291310287745791
gene_252,1155238.0633909593,0.010626454754954719,0.00045529145941044147,0.8028150036778747,0.153554280318088
gene_253,1160125.0365333254,0.11446401948207047,0.0009106530114529015,2.045194818826867,0.48648178406814285
gene_254,1164456.0957699711,0.07932100750316244,0.0005867520196653536,0.9397944625044264,0.6719714203308588
gene_255,1169471.3711450903,0.04027585273083825,0.0005394260265834436,1.2197713490738227,0.2140375993361641
gene_256,1173769.131218931,0.28158158316782084,0.0005974138281036413,1.0441947832268044,0.6549509266971076
gene_257,1179331.5750098624,0.03238047482352305,0.0005098825266275231,0.9544376440287023,0.6083979510523546
gene_258,1184796.4953549125,0.011023226857026126,0.00023364638655483573,0.9223177291683172,0.49166961275956034
gene_259,1188087.3180962414,0.23654721155752906,0.0002741317771676971,1.0338255518916053,0.3333870339546242
gene_260,1193212.9883060565,0.0510768081867736,0.0001607312564006348,1.4026095655642936,0.28518915478423545
gene_261,1199806.4151011412,0.023975464860110433,0.0009595891417266344,0.632726192975032,0.24108656106071594
gene_262,1201480.013702822,0.010503130525528757,0.0006876340767555652,1.474579608608632,0.7521513549760848
gene_263,1206800.8360747471,0.04662683101287291,0.000780166917163416,0.8310550738761946,0.2214988329291253
gene_264,1210789.085444503,0.23270466762017195,0.0006811834984210781,2.1080052024087834,0.20043225026965117
gene_265,1216146.313768895,0.056810269877306536,0.00018713036910834158,0.2953284173632595,0.6339047037444746
gene_266,1223049.0051131633,0.052084434684148126,2.361851222314959e-05,0.11111679637413824,0.16729576865331358
gene_267,1224252.9899743153,0.12587903225511035,0.0008289626115560034,2.6313307219121556,0.20277903385522056
gene_268,1230150.4078109532,0.040507819127413434,4.806966677686231e-05,0.3626968393620024,0.3020095343708042
gene_269,1235019.9700833857,0.027996290479117246,8.681482623421577e-05,0.4920482595607959,0.3081091218294604
gene_270,1238501.6726528879,0.11302567859742041,0.00019727885961594803,1.4794109333547478,0.22247530063077528
gene_271,1245919.155497168,0.24942612418144197,0.00031576444463712227,2.559354947753975,0.3046302240248497
gene_272,1249286.555250998,0.0645116177042262,0.000930584437182522,0.6593801076256633,0.32364929350575694
gene_273,1252730.694228264,0.14697144184394012,0.00022913686892400099,2.669735559568501,0.31950042767523457
gene_274,1258835.065292403,0.03761005456327054,0.0005253805104147993,1.0439853108231458,0.20278584798382748
gene_275,1263100.339969198,0.1437282758901657,0.0005609879301131608,2.767272183168684,0.20686167273462575
gene_276,1265623.0347478753,0.024832623209461148,0.0006152402498943469,1.2241439781966152,0.46708737036999054
gene_277,1271684.109835043,0.07679667233427011,0.0002214514698981701,0.1598333829467227,0.5270492713722422
gene_278,1274873.7675724027,0.036184143987764754,0.000311476070621168,1.0474939299956676,0.256483740309247
